"","X","Month","Longitude","Latitude","hours","minutes","crime"
"1771",1771,2013-03-03,81.713938,25.451061,3,37,"Kidnap"
"1772",1772,2010-10-25,81.713938,25.451061,8,17,"Kidnap"
"1773",1773,2015-09-19,81.651756,25.443931,14,47,"Violence and Offence"
"1774",1774,2007-05-11,81.651756,25.443931,11,58,"Chain"
"1775",1775,2014-08-22,81.650839,25.443151,15,1,"Kidnap"
"1776",1776,2008-06-21,81.651756,25.443931,10,50,"Robery"
"1777",1777,2013-06-02,81.653356,25.443036,7,8,"Murder"
"1778",1778,2010-09-30,81.653356,25.443036,16,6,"Kidnap"
"1779",1779,2011-05-30,81.651756,25.443931,19,10,"Pick"
"1780",1780,2006-03-29,81.653968,25.445324,15,38,"Rape"
"1781",1781,2009-10-07,81.653356,25.443036,17,14,"Robery"
"1782",1782,2011-12-17,81.657343,25.446555,1,11,"Rape"
"1783",1783,2006-01-10,81.66001,25.442388,22,18,"Chain"
"1784",1784,2008-10-27,81.655904,25.442202,14,20,"Pick"
"1785",1785,2005-03-02,81.657557,25.443708,12,23,"Rape"
"1786",1786,2010-06-17,81.655904,25.442202,5,27,"Chain"
"1787",1787,2011-09-06,81.660524,25.440936,16,35,"Robery"
"1788",1788,2014-03-03,81.657343,25.446555,2,58,"Chain"
"1789",1789,2012-09-08,81.66001,25.442388,14,18,"Rape"
"1790",1790,2009-02-22,81.657343,25.446555,8,13,"Rape"
"1791",1791,2009-07-04,81.66001,25.442388,0,57,"Murder"
"1792",1792,2006-09-01,81.66001,25.442388,15,44,"Robery"
"1793",1793,2008-01-08,81.66001,25.442388,2,12,"Rape"
"1794",1794,2012-07-07,81.66001,25.442388,6,35,"Robery"
"1795",1795,2005-11-19,81.66001,25.442388,2,5,"Kidnap"
"1796",1796,2011-02-08,81.66001,25.442388,0,39,"Kidnap"
"1797",1797,2009-12-28,81.66001,25.442388,1,56,"Kidnap"
"1798",1798,2006-04-07,81.66001,25.442388,10,47,"Violence and Offence"
"1799",1799,2005-07-07,81.66001,25.442388,16,56,"Chain"
"1800",1800,2015-08-03,81.66001,25.442388,0,25,"Kidnap"
"1801",1801,2007-04-08,81.661,25.445964,17,9,"Kidnap"
"1802",1802,2014-12-26,81.660741,25.448173,10,34,"Rape"
"1803",1803,2005-11-05,81.659903,25.44654,9,17,"Kidnap"
"1804",1804,2015-01-20,81.661,25.445964,1,28,"Violence and Offence"
"1805",1805,2013-09-19,81.659903,25.44654,1,24,"Hit And Run"
"1806",1806,2012-06-12,81.660741,25.448173,18,27,"Chain"
"1807",1807,2013-08-11,81.66401,25.454239,8,39,"Robery"
"1808",1808,2010-03-15,81.66401,25.454239,7,50,"Pick"
"1809",1809,2008-10-31,81.666448,25.452955,13,43,"Violence and Offence"
"1810",1810,2008-11-25,81.66401,25.454239,3,11,"Kidnap"
"1811",1811,2015-05-30,81.665156,25.448702,17,16,"Rape"
"1812",1812,2010-07-20,81.661607,25.450517,5,23,"Rape"
"1813",1813,2013-04-18,81.658747,25.449811,13,53,"Murder"
"1814",1814,2013-07-30,81.663427,25.449246,15,0,"Rape"
"1815",1815,2006-01-24,81.663294,25.450503,14,27,"Kidnap"
"1816",1816,2013-01-20,81.660038,25.450001,12,6,"Hit And Run"
"1817",1817,2010-04-14,81.663294,25.450503,22,17,"Kidnap"
"1818",1818,2005-12-06,81.663294,25.450503,14,32,"Robery"
"1819",1819,2007-01-23,81.663294,25.450503,20,15,"Violence and Offence"
"1820",1820,2011-07-26,81.663294,25.450503,0,22,"Murder"
"1821",1821,2011-08-21,81.662989,25.452757,9,23,"Violence and Offence"
"1822",1822,2010-02-18,81.663294,25.450503,19,21,"Chain"
"1823",1823,2008-03-24,81.657601,25.449883,14,15,"Violence and Offence"
"1824",1824,2013-10-21,81.646294,25.452508,22,58,"Hit And Run"
"1825",1825,2014-01-09,81.644909,25.451805,19,50,"Kidnap"
"1826",1826,2006-04-14,81.645925,25.454195,21,37,"Chain"
"1827",1827,2015-08-22,81.651573,25.458869,18,53,"Murder"
"1828",1828,2006-03-11,81.647232,25.455006,9,19,"Pick"
"1829",1829,2006-06-30,81.660783,25.453774,18,3,"Pick"
"1830",1830,2011-03-26,81.658895,25.451961,17,4,"Violence and Offence"
"1831",1831,2008-03-08,81.651573,25.458869,13,48,"Rape"
"1832",1832,2009-02-19,81.647796,25.451981,5,26,"Pick"
"1833",1833,2011-09-27,81.644909,25.451805,1,37,"Robery"
"1834",1834,2014-08-05,81.644909,25.451805,21,2,"Hit And Run"
"1835",1835,2012-04-18,81.645925,25.454195,6,43,"Rape"
"1836",1836,2006-12-16,81.643315,25.449698,1,43,"Hit And Run"
"1837",1837,2013-02-25,81.637502,25.445732,8,2,"Murder"
"1838",1838,2011-06-06,81.638037,25.446069,22,43,"Violence and Offence"
"1839",1839,2007-03-17,81.638037,25.446069,20,9,"Violence and Offence"
"1840",1840,2009-11-23,81.642213,25.445132,10,1,"Murder"
"1841",1841,2010-10-03,81.637502,25.445732,10,55,"Pick"
"1842",1842,2009-05-30,81.638395,25.445532,8,26,"Violence and Offence"
"1843",1843,2005-05-23,81.638395,25.445532,3,9,"Pick"
"1844",1844,2012-05-11,81.638395,25.445532,22,21,"Chain"
"1845",1845,2008-04-07,81.638395,25.445532,20,6,"Violence and Offence"
"1846",1846,2007-02-09,81.642213,25.445132,18,42,"Chain"
"1847",1847,2005-01-01,81.642213,25.445132,3,9,"Robery"
"1848",1848,2008-03-04,81.644877,25.444497,8,12,"Hit And Run"
"1849",1849,2015-03-19,81.63931,25.443688,2,0,"Violence and Offence"
"1850",1850,2010-01-17,81.638399,25.44467,21,33,"Violence and Offence"
"1851",1851,2010-09-03,81.641878,25.443969,21,12,"Hit And Run"
"1852",1852,2010-05-03,81.641878,25.443969,22,41,"Kidnap"
"1853",1853,2011-04-12,81.638763,25.443908,17,10,"Violence and Offence"
"1854",1854,2015-05-08,81.639915,25.443567,0,15,"Kidnap"
"1855",1855,2011-07-13,81.638763,25.443908,1,28,"Robery"
"1856",1856,2011-02-26,81.644877,25.444497,5,42,"Kidnap"
"1857",1857,2005-01-03,81.644877,25.444497,9,3,"Violence and Offence"
"1858",1858,2008-05-24,81.637865,25.444315,21,49,"Chain"
"1859",1859,2005-01-11,81.63931,25.443688,0,48,"Violence and Offence"
"1860",1860,2012-04-21,81.641189,25.443829,13,35,"Kidnap"
"1861",1861,2008-04-26,81.629752,25.443584,14,16,"Pick"
"1862",1862,2013-04-25,81.63246,25.445673,9,1,"Murder"
"1863",1863,2014-12-01,81.633915,25.444579,6,57,"Violence and Offence"
"1864",1864,2012-10-24,81.634188,25.445139,15,12,"Violence and Offence"
"1865",1865,2013-06-19,81.634188,25.445139,7,8,"Rape"
"1866",1866,2013-04-19,81.634339,25.443792,22,18,"Pick"
"1867",1867,2006-04-03,81.635063,25.443717,18,52,"Pick"
"1868",1868,2006-07-11,81.631527,25.44234,19,48,"Murder"
"1869",1869,2008-12-04,81.634188,25.445139,16,43,"Kidnap"
"1870",1870,2012-08-09,81.634188,25.445139,8,12,"Pick"
"1871",1871,2015-07-24,81.637646,25.443342,8,44,"Robery"
"1872",1872,2005-10-13,81.632461,25.444271,13,16,"Hit And Run"
"1873",1873,2012-03-29,81.631692,25.443681,5,23,"Chain"
"1874",1874,2006-02-05,81.633915,25.444579,1,48,"Pick"
"1875",1875,2005-09-07,81.632061,25.44398,18,13,"Hit And Run"
"1876",1876,2007-05-24,81.632461,25.444271,2,22,"Violence and Offence"
"1877",1877,2005-02-27,81.633202,25.446776,9,35,"Hit And Run"
"1878",1878,2007-11-08,81.631692,25.443681,18,47,"Murder"
"1879",1879,2014-11-02,81.637646,25.443342,8,52,"Chain"
"1880",1880,2011-01-02,81.633202,25.446776,2,56,"Kidnap"
"1881",1881,2006-10-15,81.636992,25.444317,12,0,"Kidnap"
"1882",1882,2010-03-08,81.633202,25.446776,7,8,"Rape"
"1883",1883,2015-10-12,81.634339,25.443792,4,28,"Rape"
"1884",1884,2013-07-22,81.637646,25.443342,5,21,"Pick"
"1885",1885,2010-04-07,81.633202,25.446776,5,34,"Kidnap"
"1886",1886,2006-05-21,81.632861,25.444571,0,23,"Violence and Offence"
"1887",1887,2014-11-15,81.634188,25.445139,18,52,"Hit And Run"
"1888",1888,2010-01-19,81.635063,25.443717,14,5,"Pick"
"1889",1889,2006-12-15,81.637646,25.443342,18,4,"Kidnap"
"1890",1890,2006-11-24,81.635063,25.443717,18,4,"Robery"
"1891",1891,2014-07-27,81.634188,25.445139,3,32,"Hit And Run"
"1892",1892,2011-11-30,81.634188,25.445139,12,49,"Pick"
"1893",1893,2014-03-27,81.630578,25.443663,4,42,"Pick"
"1894",1894,2005-11-07,81.63246,25.445673,9,1,"Kidnap"
"1895",1895,2010-11-10,81.634188,25.445139,21,14,"Chain"
"1896",1896,2007-07-12,81.634188,25.445139,1,13,"Violence and Offence"
"1897",1897,2015-04-24,81.630578,25.443663,1,12,"Pick"
"1898",1898,2012-02-29,81.634339,25.443792,1,58,"Robery"
"1899",1899,2013-04-08,81.634188,25.445139,11,47,"Robery"
"1900",1900,2015-07-08,81.633202,25.446776,8,54,"Violence and Offence"
"1901",1901,2012-11-28,81.633202,25.446776,19,21,"Hit And Run"
"1902",1902,2008-02-08,81.633202,25.446776,21,49,"Rape"
"1903",1903,2010-11-21,81.630578,25.443663,9,27,"Pick"
"1904",1904,2009-06-23,81.633763,25.443958,16,15,"Pick"
"1905",1905,2005-01-16,81.634188,25.445139,21,13,"Murder"
"1906",1906,2012-05-26,81.631527,25.44234,1,25,"Pick"
"1907",1907,2007-04-28,81.631527,25.44234,4,21,"Violence and Offence"
"1908",1908,2008-09-18,81.633915,25.444579,13,5,"Violence and Offence"
"1909",1909,2007-05-14,81.633915,25.444579,6,32,"Robery"
"1910",1910,2015-05-31,81.630578,25.443663,8,56,"Chain"
"1911",1911,2008-05-31,81.630578,25.443663,13,18,"Pick"
"1912",1912,2014-07-27,81.630578,25.443663,9,55,"Kidnap"
"1913",1913,2010-03-16,81.637646,25.443342,5,4,"Kidnap"
"1914",1914,2008-01-03,81.633915,25.444579,9,26,"Robery"
"1915",1915,2014-07-13,81.632861,25.444571,18,21,"Robery"
"1916",1916,2006-12-14,81.633915,25.444579,12,57,"Robery"
"1917",1917,2008-06-17,81.633915,25.444579,7,48,"Pick"
"1918",1918,2011-01-23,81.630578,25.443663,9,50,"Murder"
"1919",1919,2008-03-21,81.633763,25.443958,14,33,"Robery"
"1920",1920,2008-09-08,81.648241,25.447607,5,51,"Hit And Run"
"1921",1921,2015-06-25,81.649184,25.445799,14,21,"Hit And Run"
"1922",1922,2014-01-10,81.648241,25.447607,13,7,"Rape"
"1923",1923,2010-04-06,81.649181,25.441241,4,11,"Chain"
"1924",1924,2014-05-05,81.645033,25.44226,8,9,"Robery"
"1925",1925,2007-06-29,81.646091,25.441405,6,0,"Pick"
"1926",1926,2006-01-10,81.649181,25.441241,19,12,"Violence and Offence"
"1927",1927,2014-01-18,81.648241,25.447607,6,56,"Robery"
"1928",1928,2015-02-18,81.646699,25.442489,16,1,"Violence and Offence"
"1929",1929,2011-03-23,81.648241,25.447607,22,58,"Pick"
"1930",1930,2011-07-07,81.649184,25.445799,7,22,"Rape"
"1931",1931,2010-11-03,81.648241,25.447607,6,47,"Rape"
"1932",1932,2012-05-26,81.657162,25.448648,18,9,"Kidnap"
"1933",1933,2015-01-14,81.648241,25.447607,2,10,"Murder"
"1934",1934,2006-11-06,81.648241,25.447607,11,2,"Pick"
"1935",1935,2013-08-10,81.649181,25.441241,0,20,"Chain"
"1936",1936,2013-09-10,81.649184,25.445799,22,34,"Robery"
"1937",1937,2005-11-18,81.64762,25.444402,17,40,"Murder"
"1938",1938,2014-09-08,81.655613,25.448537,7,1,"Hit And Run"
"1939",1939,2005-11-22,81.649184,25.445799,18,20,"Robery"
"1940",1940,2010-02-27,81.648241,25.447607,15,32,"Rape"
"1941",1941,2008-08-13,81.649184,25.445799,15,27,"Hit And Run"
"1942",1942,2012-04-15,81.64762,25.444402,4,55,"Robery"
"1943",1943,2008-09-09,81.64762,25.444402,20,9,"Pick"
"1944",1944,2012-05-04,81.649184,25.445799,16,45,"Violence and Offence"
"1945",1945,2014-04-06,81.655613,25.448537,14,28,"Rape"
"1946",1946,2010-11-09,81.649184,25.445799,17,25,"Robery"
"1947",1947,2014-05-16,81.649184,25.445799,7,57,"Pick"
"1948",1948,2012-09-08,81.649184,25.445799,19,56,"Rape"
"1949",1949,2014-02-22,81.648241,25.447607,12,30,"Chain"
"1950",1950,2012-08-01,81.653059,25.440139,22,25,"Murder"
"1951",1951,2010-11-14,81.653059,25.440139,15,7,"Murder"
"1952",1952,2007-08-22,81.630991,25.445356,9,41,"Hit And Run"
"1953",1953,2013-02-23,81.631529,25.445558,5,8,"Kidnap"
"1954",1954,2008-05-18,81.631819,25.446019,19,6,"Murder"
"1955",1955,2009-03-27,81.632529,25.447274,14,0,"Pick"
"1956",1956,2005-05-06,81.629473,25.447249,10,36,"Pick"
"1957",1957,2010-04-01,81.628866,25.445473,8,33,"Rape"
"1958",1958,2014-06-04,81.627269,25.446827,0,50,"Murder"
"1959",1959,2010-04-04,81.628866,25.445473,0,41,"Rape"
"1960",1960,2005-04-17,81.632529,25.447274,0,19,"Hit And Run"
"1961",1961,2008-11-29,81.631008,25.447271,7,32,"Hit And Run"
"1962",1962,2006-03-26,81.629449,25.445649,6,4,"Robery"
"1963",1963,2006-01-13,81.631819,25.446019,10,57,"Chain"
"1964",1964,2015-10-30,81.62766,25.446183,9,27,"Rape"
"1965",1965,2005-12-28,81.631842,25.44699,12,38,"Pick"
"1966",1966,2011-05-31,81.627936,25.446616,6,53,"Robery"
"1967",1967,2009-12-17,81.631842,25.44699,3,49,"Chain"
"1968",1968,2008-07-26,81.632529,25.447274,8,36,"Murder"
"1969",1969,2008-02-17,81.632529,25.447274,1,37,"Hit And Run"
"1970",1970,2007-05-16,81.632529,25.447274,19,12,"Murder"
"1971",1971,2015-05-12,81.632529,25.447274,8,17,"Robery"
"1972",1972,2005-01-05,81.632529,25.447274,8,34,"Chain"
"1973",1973,2015-03-10,81.632529,25.447274,19,56,"Pick"
"1974",1974,2014-07-31,81.630439,25.445136,0,50,"Violence and Offence"
"1975",1975,2015-09-22,81.624997,25.445424,10,39,"Pick"
"1976",1976,2015-04-18,81.627936,25.446616,12,52,"Hit And Run"
"1977",1977,2006-11-04,81.631842,25.44699,3,28,"Robery"
"1978",1978,2011-04-20,81.631819,25.446019,20,19,"Pick"
"1979",1979,2015-09-23,81.630439,25.445136,17,21,"Pick"
"1980",1980,2006-11-23,81.627269,25.446827,17,55,"Robery"
"1981",1981,2015-08-19,81.629513,25.446782,22,29,"Chain"
"1982",1982,2007-02-09,81.632529,25.447274,20,29,"Chain"
"1983",1983,2007-01-07,81.631819,25.446019,13,43,"Pick"
"1984",1984,2009-10-22,81.631819,25.446019,13,49,"Pick"
"1985",1985,2006-11-04,81.631819,25.446019,16,42,"Pick"
"1986",1986,2013-02-26,81.631819,25.446019,15,57,"Kidnap"
"1987",1987,2011-04-27,81.631819,25.446019,5,58,"Rape"
"1988",1988,2013-05-11,81.625795,25.446078,4,42,"Chain"
"1989",1989,2015-09-16,81.629473,25.447249,18,24,"Hit And Run"
"1990",1990,2012-07-13,81.627936,25.446616,21,27,"Chain"
"1991",1991,2013-02-07,81.627936,25.446616,16,28,"Kidnap"
"1992",1992,2015-12-13,81.629449,25.445649,9,49,"Violence and Offence"
"1993",1993,2015-03-19,81.685822,25.445572,1,35,"Robery"
"1994",1994,2005-12-01,81.683342,25.446776,15,56,"Kidnap"
"1995",1995,2014-03-07,81.683342,25.446776,10,15,"Hit And Run"
"1996",1996,2005-12-11,81.683342,25.446776,18,11,"Pick"
"1997",1997,2014-06-25,81.685071,25.447571,10,0,"Pick"
"1998",1998,2010-09-10,81.683342,25.446776,9,35,"Violence and Offence"
"1999",1999,2006-02-18,81.684846,25.445457,8,55,"Rape"
"2000",2000,2007-03-27,81.680147,25.444819,1,19,"Pick"
"2001",2001,2008-12-03,81.686812,25.448528,2,27,"Robery"
"2002",2002,2012-05-01,81.684846,25.445457,12,47,"Pick"
"2003",2003,2008-11-02,81.685071,25.447571,17,10,"Kidnap"
"2004",2004,2015-05-01,81.688561,25.443517,5,34,"Kidnap"
"2005",2005,2014-09-27,81.685561,25.443692,5,17,"Chain"
"2006",2006,2005-03-03,81.685561,25.443692,21,30,"Kidnap"
"2007",2007,2011-09-03,81.688561,25.443517,12,25,"Rape"
"2008",2008,2007-09-06,81.688922,25.445623,7,55,"Rape"
"2009",2009,2006-05-29,81.688561,25.443517,6,22,"Chain"
"2010",2010,2012-06-30,81.688561,25.443517,13,7,"Murder"
"2011",2011,2007-04-03,81.683874,25.443014,2,56,"Rape"
"2012",2012,2015-12-20,81.685561,25.443692,14,27,"Hit And Run"
"2013",2013,2015-07-27,81.686501,25.444112,14,39,"Pick"
"2014",2014,2013-11-03,81.686784,25.44913,3,36,"Robery"
"2015",2015,2008-04-02,81.692194,25.444731,22,17,"Pick"
"2016",2016,2010-09-11,81.692194,25.444731,14,19,"Hit And Run"
"2017",2017,2011-07-10,81.686613,25.446603,11,12,"Violence and Offence"
"2018",2018,2007-12-04,81.693053,25.442571,0,39,"Rape"
"2019",2019,2011-04-19,81.687019,25.447316,0,46,"Kidnap"
"2020",2020,2009-08-29,81.69134,25.443116,7,37,"Murder"
"2021",2021,2015-06-12,81.691982,25.448289,4,31,"Pick"
"2022",2022,2011-03-28,81.697949,25.448784,2,56,"Hit And Run"
"2023",2023,2012-09-01,81.690915,25.447481,3,11,"Chain"
"2024",2024,2014-10-27,81.689494,25.445636,18,57,"Pick"
"2025",2025,2005-06-16,81.688173,25.446166,5,40,"Pick"
"2026",2026,2005-09-02,81.690915,25.447481,20,27,"Hit And Run"
"2027",2027,2006-08-24,81.686784,25.44913,8,46,"Rape"
"2028",2028,2009-10-02,81.690915,25.447481,8,58,"Robery"
"2029",2029,2010-07-11,81.688928,25.446765,14,42,"Chain"
"2030",2030,2012-12-17,81.690884,25.44473,12,41,"Pick"
"2031",2031,2009-03-02,81.688928,25.446765,15,38,"Pick"
"2032",2032,2006-12-16,81.690915,25.447481,5,38,"Robery"
"2033",2033,2007-01-19,81.690915,25.447481,9,1,"Murder"
"2034",2034,2005-12-09,81.672907,25.441248,0,9,"Kidnap"
"2035",2035,2006-03-14,81.671766,25.441095,20,51,"Hit And Run"
"2036",2036,2008-01-02,81.672907,25.441248,22,22,"Robery"
"2037",2037,2009-11-13,81.671766,25.441095,21,4,"Rape"
"2038",2038,2013-04-08,81.675147,25.442092,9,9,"Hit And Run"
"2039",2039,2005-05-25,81.683802,25.439373,17,27,"Violence and Offence"
"2040",2040,2011-09-19,81.675147,25.442092,12,12,"Chain"
"2041",2041,2008-12-12,81.676835,25.442708,6,35,"Robery"
"2042",2042,2007-08-02,81.677017,25.43986,0,18,"Robery"
"2043",2043,2009-06-02,81.677017,25.43986,17,9,"Robery"
"2044",2044,2005-11-14,81.672907,25.441248,2,32,"Murder"
"2045",2045,2010-09-25,81.671766,25.441095,17,50,"Hit And Run"
"2046",2046,2010-01-07,81.671766,25.441095,13,28,"Kidnap"
"2047",2047,2007-08-20,81.671766,25.441095,0,19,"Violence and Offence"
"2048",2048,2013-06-08,81.672907,25.441248,13,10,"Rape"
"2049",2049,2013-11-28,81.672907,25.441248,9,10,"Kidnap"
"2050",2050,2012-12-15,81.671766,25.441095,4,12,"Kidnap"
"2051",2051,2010-10-13,81.671766,25.441095,3,17,"Hit And Run"
"2052",2052,2014-12-25,81.677552,25.443666,7,55,"Chain"
"2053",2053,2010-11-03,81.675203,25.443666,13,47,"Robery"
"2054",2054,2013-07-18,81.675187,25.438183,11,5,"Kidnap"
"2055",2055,2010-12-22,81.66899,25.437919,9,12,"Violence and Offence"
"2056",2056,2006-05-22,81.669918,25.436784,20,54,"Hit And Run"
"2057",2057,2008-09-16,81.66899,25.437919,8,5,"Pick"
"2058",2058,2013-05-16,81.672114,25.437565,13,46,"Pick"
"2059",2059,2009-01-03,81.671461,25.437839,8,56,"Violence and Offence"
"2060",2060,2013-01-26,81.675334,25.440431,5,56,"Robery"
"2061",2061,2012-10-09,81.669886,25.441719,3,13,"Rape"
"2062",2062,2012-05-09,81.665369,25.439005,20,19,"Kidnap"
"2063",2063,2009-10-31,81.669886,25.441719,4,20,"Violence and Offence"
"2064",2064,2005-02-26,81.6648,25.436124,9,57,"Robery"
"2065",2065,2015-05-23,81.664428,25.441407,6,54,"Pick"
"2066",2066,2008-06-03,81.6648,25.436124,16,15,"Pick"
"2067",2067,2012-02-24,81.664636,25.440159,4,29,"Robery"
"2068",2068,2005-01-06,81.669886,25.441719,16,15,"Murder"
"2069",2069,2013-12-06,81.665276,25.438411,14,24,"Violence and Offence"
"2070",2070,2012-05-02,81.669886,25.441719,9,10,"Chain"
"2071",2071,2009-09-30,81.669886,25.441719,19,2,"Chain"
"2072",2072,2013-12-20,81.6648,25.436124,9,40,"Hit And Run"
"2073",2073,2012-12-27,81.669929,25.441126,13,17,"Hit And Run"
"2074",2074,2005-01-17,81.666107,25.438274,16,12,"Hit And Run"
"2075",2075,2006-01-16,81.664544,25.439538,14,56,"Robery"
"2076",2076,2013-02-20,81.664009,25.440621,14,57,"Robery"
"2077",2077,2011-04-18,81.662377,25.43748,7,45,"Hit And Run"
"2078",2078,2012-07-02,81.669886,25.441719,1,44,"Violence and Offence"
"2079",2079,2014-12-01,81.668494,25.439272,11,6,"Pick"
"2080",2080,2005-07-16,81.6648,25.436124,19,2,"Chain"
"2081",2081,2005-09-24,81.669165,25.447161,10,51,"Kidnap"
"2082",2082,2015-07-14,81.670091,25.444058,15,24,"Rape"
"2083",2083,2009-09-04,81.668976,25.445487,17,56,"Violence and Offence"
"2084",2084,2009-04-23,81.670091,25.444058,12,4,"Pick"
"2085",2085,2012-11-20,81.671612,25.447485,14,19,"Kidnap"
"2086",2086,2007-01-29,81.669165,25.447161,2,20,"Chain"
"2087",2087,2012-06-17,81.675218,25.448538,8,50,"Hit And Run"
"2088",2088,2008-11-22,81.678412,25.44636,3,26,"Murder"
"2089",2089,2009-11-15,81.664257,25.445756,0,30,"Rape"
"2090",2090,2006-12-23,81.663877,25.443874,20,23,"Robery"
"2091",2091,2015-11-23,81.666121,25.445195,12,21,"Pick"
"2092",2092,2007-07-23,81.663877,25.443874,20,9,"Violence and Offence"
"2093",2093,2007-08-12,81.664257,25.445756,12,30,"Robery"
"2094",2094,2010-08-01,81.663588,25.442623,12,41,"Murder"
"2095",2095,2005-06-13,81.664257,25.445756,4,2,"Kidnap"
"2096",2096,2009-02-06,81.665652,25.445974,10,51,"Rape"
"2097",2097,2013-12-31,81.663877,25.443874,17,28,"Violence and Offence"
"2098",2098,2009-10-18,81.661573,25.443901,19,19,"Hit And Run"
"2099",2099,2011-06-14,81.630756,25.441156,14,32,"Chain"
"2100",2100,2007-12-10,81.630823,25.440195,15,58,"Robery"
"2101",2101,2014-08-26,81.630823,25.440195,20,54,"Robery"
"2102",2102,2009-01-30,81.630823,25.440195,16,7,"Pick"
"2103",2103,2014-01-17,81.630823,25.440195,2,30,"Hit And Run"
"2104",2104,2009-01-08,81.630868,25.43953,20,24,"Rape"
"2105",2105,2009-06-20,81.631791,25.438675,3,33,"Violence and Offence"
"2106",2106,2015-04-28,81.630845,25.439871,6,55,"Rape"
"2107",2107,2013-05-03,81.631504,25.442025,6,17,"Hit And Run"
"2108",2108,2014-12-02,81.631791,25.438675,9,13,"Chain"
"2109",2109,2013-10-04,81.630733,25.441479,7,46,"Hit And Run"
"2110",2110,2005-05-07,81.630733,25.441479,4,22,"Pick"
"2111",2111,2012-01-02,81.6306,25.442027,7,52,"Violence and Offence"
"2112",2112,2008-10-15,81.630733,25.441479,16,53,"Pick"
"2113",2113,2007-08-13,81.630907,25.441778,2,27,"Pick"
"2114",2114,2010-05-28,81.630733,25.441479,11,9,"Kidnap"
"2115",2115,2012-06-04,81.6306,25.442027,0,9,"Pick"
"2116",2116,2012-03-26,81.6306,25.442027,20,4,"Robery"
"2117",2117,2006-05-20,81.6306,25.442027,21,29,"Chain"
"2118",2118,2013-10-25,81.630845,25.439871,4,24,"Hit And Run"
"2119",2119,2013-02-16,81.630778,25.440833,20,40,"Pick"
"2120",2120,2008-10-18,81.631791,25.438675,3,27,"Pick"
"2121",2121,2014-02-08,81.6306,25.442027,10,48,"Chain"
"2122",2122,2015-10-16,81.630823,25.440195,16,40,"Hit And Run"
"2123",2123,2010-01-04,81.636442,25.442685,1,52,"Chain"
"2124",2124,2008-11-25,81.635839,25.442734,20,29,"Murder"
"2125",2125,2015-10-21,81.635175,25.442127,6,29,"Murder"
"2126",2126,2006-11-24,81.635175,25.442127,19,51,"Hit And Run"
"2127",2127,2015-04-12,81.635175,25.442127,2,47,"Violence and Offence"
"2128",2128,2010-06-27,81.637516,25.441768,1,53,"Hit And Run"
"2129",2129,2009-01-15,81.638193,25.442466,16,34,"Kidnap"
"2130",2130,2013-03-10,81.632968,25.441201,9,30,"Murder"
"2131",2131,2008-02-27,81.632385,25.440342,9,55,"Rape"
"2132",2132,2008-01-29,81.632385,25.440342,8,53,"Robery"
"2133",2133,2011-08-02,81.633194,25.44185,19,22,"Kidnap"
"2134",2134,2005-10-17,81.635175,25.442127,19,20,"Pick"
"2135",2135,2008-10-20,81.633517,25.44285,9,37,"Kidnap"
"2136",2136,2012-02-07,81.636442,25.442685,2,55,"Chain"
"2137",2137,2012-06-25,81.633194,25.44185,8,7,"Robery"
"2138",2138,2006-07-31,81.633517,25.44285,6,25,"Murder"
"2139",2139,2009-10-23,81.634232,25.441867,18,5,"Pick"
"2140",2140,2014-10-26,81.633517,25.44285,6,2,"Chain"
"2141",2141,2005-12-01,81.632385,25.440342,17,13,"Rape"
"2142",2142,2008-09-23,81.63703,25.442627,0,33,"Kidnap"
"2143",2143,2012-09-10,81.633517,25.44285,22,36,"Chain"
"2144",2144,2011-11-27,81.637644,25.440106,0,36,"Pick"
"2145",2145,2008-06-27,81.63572,25.440675,7,34,"Chain"
"2146",2146,2010-03-26,81.63572,25.440675,18,52,"Chain"
"2147",2147,2005-09-14,81.63572,25.440675,6,0,"Chain"
"2148",2148,2012-10-19,81.635828,25.438545,19,55,"Rape"
"2149",2149,2015-01-22,81.637644,25.440106,14,15,"Murder"
"2150",2150,2014-01-22,81.636056,25.43977,6,51,"Robery"
"2151",2151,2008-07-15,81.632841,25.439474,18,29,"Chain"
"2152",2152,2013-04-22,81.634638,25.438563,5,2,"Chain"
"2153",2153,2012-12-21,81.634638,25.438563,21,57,"Hit And Run"
"2154",2154,2010-04-10,81.632841,25.439474,8,24,"Rape"
"2155",2155,2014-11-08,81.634638,25.438563,7,11,"Pick"
"2156",2156,2011-03-31,81.634638,25.438563,12,0,"Pick"
"2157",2157,2012-04-05,81.637644,25.440106,5,19,"Violence and Offence"
"2158",2158,2011-01-03,81.632841,25.439474,12,53,"Chain"
"2159",2159,2013-12-02,81.626693,25.445653,9,19,"Chain"
"2160",2160,2014-02-21,81.628958,25.444063,10,32,"Chain"
"2161",2161,2008-01-13,81.623539,25.442715,16,30,"Murder"
"2162",2162,2011-10-04,81.623539,25.442715,3,38,"Hit And Run"
"2163",2163,2005-05-25,81.624174,25.444554,13,50,"Hit And Run"
"2164",2164,2007-02-08,81.628958,25.444063,11,50,"Rape"
"2165",2165,2014-05-27,81.628083,25.445458,21,4,"Chain"
"2166",2166,2011-11-12,81.625241,25.441372,4,6,"Violence and Offence"
"2167",2167,2013-12-19,81.626501,25.442874,16,41,"Chain"
"2168",2168,2008-03-16,81.629259,25.442744,4,53,"Hit And Run"
